v0,v1,v2,v3,v4,y
0.19567258966711043,0.06586419928992115,0.801935781048279,0.6502436201899042,0.1787275691868918,0.05240542353654998
0.023233554248114796,0.3898229747860089,0.3104234619086411,0.2589606872935448,0.8395830349631215,0.5263865494950263
0.5669260919783186,0.8531908121776198,0.8729615869225749,0.860715054348026,0.6111617248385612,0.4669483365029877
0.8361655275521663,0.5239722578591117,0.051719956584949656,0.2790629538125,0.020840004012581348,0.5699851098017487
0.025468759525203444,0.202533152496439,0.5278707418148397,0.07185133874405658,0.08077742583225356,0.9556941330294192
0.0747243000236738,0.09511151008768282,0.52311384456667,0.8138022277913737,0.8739033212264382,0.5867748801027919
0.8773763581509028,0.2356514868806835,0.5299587721204235,0.6712001850429579,0.5305383495994802,0.39925445158935424
0.2574569804411396,0.060730574758397604,0.8072524425280523,0.2025164744704091,0.09284868249358891,0.9170574691666875
0.5211986293665959,0.35485909407686445,0.2637482125658891,0.5115020667766403,0.3512419608126094,0.7569500048280299
0.7501571286518296,0.4546856455395988,0.20566636825869256,0.6803956655056106,0.9122980830599832,0.20820749956310503
0.5365073845468467,0.35212543328000956,0.04178234496102173,0.13434707540756285,0.7646451499871967,0.6584364437830534
0.032652891660878036,0.8454037309029273,0.964196751486992,0.11375564574546138,0.5999408647188466,0.5289160432365484
0.27980473046165877,0.9417454350789306,0.9185982025729789,0.2450047232675845,0.2144513196350546,0.612359079191562
0.19396970565651972,0.7821149012867266,0.41549863689366817,0.8159242749065864,0.5628561783856153,0.19199310620187182
0.1468121945734504,0.07221193220980016,0.5912082202293467,0.24238354833374498,0.4045955437189749,0.931327763774196
0.3489279965980221,0.7408108041202557,0.9810266892613387,0.9758582267478365,0.20654050387491818,0.43689591585080223
0.565440793683144,0.7432054726742172,0.42200487816317034,0.0334833355005818,0.7555936028739634,0.599188594513151
0.8400104747070388,0.01798048928193674,0.7016151434611146,0.3660124293850404,0.5342727531283468,0.6987619961392879
0.7798900079754986,0.8921006306689188,0.14907071665917215,0.611760480239781,0.8794686853106738,0.23737945955352036
0.6977293737856611,0.24270143830137458,0.09569413635290791,0.4236185539284393,0.1217959951835077,0.38041971452191425
0.008198407978219358,0.9874091127917434,0.5934338879551705,0.921572108478402,0.09685942844033191,0.6286137808578408
0.8398751563900136,0.35748205543085954,0.7722013586815134,0.7020570486429627,0.6129385044602906,0.4730858460134407
0.6790867663336702,0.18745570236476894,0.22573717952245442,0.773559935065868,0.7655731847604248,0.39128194716325115
0.5091471931596225,0.29029737898062646,0.7350617878372421,0.7258893155533139,0.16866827823309616,0.6436554280720431
0.09920750085060015,0.5273881468615844,0.9219832992530421,0.31370919373671213,0.41977892630488167,0.00648634240693835
0.6586582509435528,0.6682883033394066,0.4889134018354222,0.4426872073568441,0.8384811758366324,0.6195034345865733
0.8293451645069229,0.6027143448543136,0.6849156156662781,0.07705716744006808,0.10138342971789227,0.12626949311994418
0.4913905223741839,0.6294099450389566,0.1127490951383856,0.9804319708182968,0.9366226084127445,0.6897671258475685
0.7440345239252495,0.3040447383074989,0.96501677348433,0.11419539585682159,0.5230929609278681,0.08961053852336842
0.6350689209655869,0.2541348770687758,0.29150597068950035,0.6570849106703572,0.41925161056732263,0.9354756165836122
0.2834222356105244,0.5186505324472732,0.5771182204323753,0.6175290659737599,0.20582827437493922,0.11785994206648842
0.7660827750450397,0.2523991395728834,0.5002726061225719,0.7878003426495932,0.7625739151544566,0.7340152128634866
0.06776485169967339,0.6603716968690191,0.08965772304545605,0.7216806013172332,0.20986597055165102,0.3477755854990936
0.745882413351351,0.24826988130827332,0.16587489789630638,0.9924471538148049,0.8942342969599251,0.1292954878314998
0.74752990161064,0.21438720724731242,0.40390779350977435,0.5696375699689714,0.6070330494095025,0.11902838404466665
0.13664267870005975,0.6659884372055006,0.5660908553765265,0.680993602549976,0.6955178624051068,0.6474859055106085
0.3325026447645977,0.13039167473747248,0.8684279850528953,0.8830496180061758,0.16136588364427096,0.7171887505378656
0.08273576741463251,0.3332699816163882,0.9318257751907268,0.7567881411036097,0.48692041833825084,0.5806517074890954
0.4994922595324013,0.5928458326846368,0.893064509093369,0.98678056908756,0.19987499613264548,0.4702545246468369
0.7060565999513596,0.5593057966896292,0.47029897047254576,0.8629256750874916,0.6105285954231566,0.039021761779006736
0.25738121887903276,0.39852620159738605,0.05979123267189668,0.6827918965304852,0.19172446354624684,0.8789800590298005
0.20076720589796782,0.4224365823845303,0.16947901556383516,0.35909026593185245,0.41735256882096605,0.9172614726673877
0.7626745271112078,0.3461902137824382,0.6527639842579012,0.09759845221678631,0.6027934661883948,0.357141404822244
0.12027356948716539,0.24552207794723524,0.44543473024291047,0.5946798978049251,0.9459179152012962,0.47034414312771766
0.11150492139899171,0.776208980646636,0.8519963500300198,0.25087688976436817,0.2924749893013727,0.32305485966572123
0.09918935698270825,0.7750295721303074,0.17575514348253096,0.0863882600914645,0.43563747562437327,0.845275271300843
0.6033824047530945,0.0465090117320095,0.4556988341416871,0.7933066234269487,0.17880514199241127,0.8360377853221752
0.33544597112283603,0.07494220388485939,0.2274437065074949,0.03755182587174144,0.12667629281094195,0.185898899817742
0.3046820753206122,0.4425060219619209,0.6856612367200651,0.35575733687732713,0.7689653755906226,0.33098668517656893
0.037985803197933876,0.5952061650713864,0.0528019387313764,0.48544094844279084,0.7247025225138916,0.9629296683253006
0.9929956412372729,0.7981440004917746,0.7673779696902016,0.6933710571298566,0.09245879468056173,0.21149529789694244
0.19755971032612407,0.05377562588902929,0.9494022100146168,0.6791405996581558,0.9715622171610795,0.10337142736852101
0.7709170189142227,0.43956966904813133,0.6647164373222421,0.3245709446029099,0.273331446807327,0.7028645092805658
0.634855356616405,0.5321316160652539,0.531653836965906,0.16715812373398575,0.47059707070298007,0.9735660618970009
0.05773735473956243,0.8941288662989528,0.6833288489293882,0.8651054287905556,0.29870821515866564,0.2453363127022068
0.8165003496493783,0.7491491063031492,0.1471375162697518,0.7639805694542703,0.05403385792339965,0.5715900652539231
0.7720277659532105,0.7306687135860364,0.7910735144762909,0.012567958525308676,0.43029032047230287,0.8345978509716926
0.935521769867588,0.4935675834209797,0.5841999965096768,0.568164076027823,0.31728392532948224,0.8446249620314986
0.48604848854280425,0.6159718650285844,0.025733162924502895,0.5315661142745665,0.36528156025674086,0.9954470798072441
0.4772937497296047,0.5008731451745531,0.7729597448554448,0.7628718825981163,0.22698884635739114,0.7018640001246361
0.4459025209293721,0.7666738916343911,0.5718182908866625,0.5595406626702581,0.4559133678427807,0.7629330341211117
0.5301986027066076,0.22844581950875498,0.41819762662761906,0.32084203477089357,0.20675601627448292,0.6027472406636963
0.0919992781188258,0.25498161501271677,0.14208506532855492,0.22008049158630982,0.7497382382349125,0.70319804049397
0.18531726157119355,0.8027498465706469,0.6304950300726504,0.655829785729152,0.4743219415091168,0.24359536622663025
0.5514555093154819,0.6001362518908965,0.8840113754166652,0.43471601503578117,0.4611241024440993,0.9241832996290337
0.6895048455870786,0.12108518058787787,0.14472730601481076,0.8443294840351898,0.5844241886911905,0.8032967255628045
