v0,v1,v2,v3,v4,v5,v6,v7,y
0.19567258966711043,0.06586419928992115,0.801935781048279,0.6502436201899042,0.1787275691868918,0.182552675786957,0.0593750006437852,0.7569483114115849,0.23540687291336548
0.023233554248114796,0.3898229747860089,0.3104234619086411,0.2589606872935448,0.8395830349631215,0.4373524199331116,0.0335089406238811,0.02006511712385184,0.5795969241977086
0.5669260919783186,0.8531908121776198,0.8729615869225749,0.860715054348026,0.6111617248385612,0.13325376930703892,0.8861535095544412,0.85662725419955,0.420397600278685
0.8361655275521663,0.5239722578591117,0.051719956584949656,0.2790629538125,0.020840004012581348,0.1799545340678591,0.03766708688792775,0.010347855716232313,0.5152093927572455
0.025468759525203444,0.202533152496439,0.5278707418148397,0.07185133874405658,0.08077742583225356,0.9915278045013904,0.2006256491024616,0.5204239024071465,0.6498270833073277
0.0747243000236738,0.09511151008768282,0.52311384456667,0.8138022277913737,0.8739033212264382,0.7720801511606113,0.41999148793363505,0.9616769687248925,0.19499281434800364
0.8773763581509028,0.2356514868806835,0.5299587721204235,0.6712001850429579,0.5305383495994802,0.21158786341080904,0.3077481194468953,0.7914500111649262,0.3980578160803301
0.2574569804411396,0.060730574758397604,0.8072524425280523,0.2025164744704091,0.09284868249358891,0.6523741888675387,0.8139417335450846,0.5466822714594912,0.7569590397248536
0.5211986293665959,0.35485909407686445,0.2637482125658891,0.5115020667766403,0.3512419608126094,0.7511238992086294,0.7430814887345221,0.38100817541508913,0.38555591741279205
0.7501571286518296,0.4546856455395988,0.20566636825869256,0.6803956655056106,0.9122980830599832,0.26086902847240634,0.5971917912064038,0.1685524136630765,0.9881063777499741
0.5365073845468467,0.35212543328000956,0.04178234496102173,0.13434707540756285,0.7646451499871967,0.26511646269511724,0.2651876586208606,0.29744801730250425,0.2806667925646652
0.032652891660878036,0.8454037309029273,0.964196751486992,0.11375564574546138,0.5999408647188466,0.018466792517939368,0.2532718850234389,0.900116971274309,0.05548244468579
0.27980473046165877,0.9417454350789306,0.9185982025729789,0.2450047232675845,0.2144513196350546,0.08999973385909621,0.2124921750896679,0.6039763413251629,0.514415191522946
0.19396970565651972,0.7821149012867266,0.41549863689366817,0.8159242749065864,0.5628561783856153,0.8510835330567338,0.49008493710815715,0.6898748145138922,0.3301331743544349
0.1468121945734504,0.07221193220980016,0.5912082202293467,0.24238354833374498,0.4045955437189749,0.3543163009951239,0.12438169716193315,0.740534307974638,0.8525065992197115
0.3489279965980221,0.7408108041202557,0.9810266892613387,0.9758582267478365,0.20654050387491818,0.353986837210292,0.89777791078028,0.43209550161223564,0.8391827089879401
0.565440793683144,0.7432054726742172,0.42200487816317034,0.0334833355005818,0.7555936028739634,0.5431184673671132,0.27300668572941433,0.7302936058852753,0.5167306640371411
0.8400104747070388,0.01798048928193674,0.7016151434611146,0.3660124293850404,0.5342727531283468,0.8636071957315741,0.6249053326354364,0.08627891473300864,0.3625068573208433
0.7798900079754986,0.8921006306689188,0.14907071665917215,0.611760480239781,0.8794686853106738,0.7681998951559041,0.5101556211124504,0.4434653121397073,0.4330701175324001
0.6977293737856611,0.24270143830137458,0.09569413635290791,0.4236185539284393,0.1217959951835077,0.7861386809848652,0.33387076107258984,0.5907057153589592,0.6983578423900599
0.008198407978219358,0.9874091127917434,0.5934338879551705,0.921572108478402,0.09685942844033191,0.33628144067937393,0.9980143473037805,0.6234989998018102,0.24252565347962007
0.8398751563900136,0.35748205543085954,0.7722013586815134,0.7020570486429627,0.6129385044602906,0.019725951338222414,0.4041617264005304,0.6092157157471264,0.9534528955841467
0.6790867663336702,0.18745570236476894,0.22573717952245442,0.773559935065868,0.7655731847604248,0.3505714321177399,0.6269310783588965,0.1554637848083138,0.40578588891513845
0.5091471931596225,0.29029737898062646,0.7350617878372421,0.7258893155533139,0.16866827823309616,0.42444940873241044,0.37045175932551133,0.14118777086488166,0.7816964219375292
0.09920750085060015,0.5273881468615844,0.9219832992530421,0.31370919373671213,0.41977892630488167,0.08201429411224859,0.5949331012044958,0.42795785332585534,0.039901684275069904
0.6586582509435528,0.6682883033394066,0.4889134018354222,0.4426872073568441,0.8384811758366324,0.8709109198799991,0.8037065945740305,0.3002763016338006,0.07123608790418656
0.8293451645069229,0.6027143448543136,0.6849156156662781,0.07705716744006808,0.10138342971789227,0.37401300542190863,0.71667114306492,0.25406176258004276,0.11861630324189587
0.4913905223741839,0.6294099450389566,0.1127490951383856,0.9804319708182968,0.9366226084127445,0.22101835947047843,0.177691013569249,0.1913617783768754,0.5335911756892093
0.7440345239252495,0.3040447383074989,0.96501677348433,0.11419539585682159,0.5230929609278681,0.695215563241637,0.8927024466970139,0.3171299141345386,0.48869367313598344
0.6350689209655869,0.2541348770687758,0.29150597068950035,0.6570849106703572,0.41925161056732263,0.2090728415752019,0.22603453939741347,0.33946050765309643,0.04878862720600474
0.2834222356105244,0.5186505324472732,0.5771182204323753,0.6175290659737599,0.20582827437493922,0.14106054286970393,0.7735553330575895,0.031018393342644,0.7683060430586731
0.7660827750450397,0.2523991395728834,0.5002726061225719,0.7878003426495932,0.7625739151544566,0.6825507555666154,0.6598566111204955,0.5242489391523552,0.4753595557639714
0.06776485169967339,0.6603716968690191,0.08965772304545605,0.7216806013172332,0.20986597055165102,0.43554067460651735,0.13918726038500595,0.008957912583587802,0.42851999902266924
0.745882413351351,0.24826988130827332,0.16587489789630638,0.9924471538148049,0.8942342969599251,0.07568708209885444,0.8231710646548042,0.12604535971871855,0.123902142736255
0.74752990161064,0.21438720724731242,0.40390779350977435,0.5696375699689714,0.6070330494095025,0.28384567295629504,0.32372512206523185,0.8470773347412802,0.19707715760301525
0.13664267870005975,0.6659884372055006,0.5660908553765265,0.680993602549976,0.6955178624051068,0.01144891132080994,0.3052070872035171,0.5724411031079043,0.8134189079562227
0.3325026447645977,0.13039167473747248,0.8684279850528953,0.8830496180061758,0.16136588364427096,0.8357513103164943,0.8098101343299824,0.5897087939908413,0.8611258294350509
0.08273576741463251,0.3332699816163882,0.9318257751907268,0.7567881411036097,0.48692041833825084,0.5994827441477153,0.7976148490600907,0.2922437796773961,0.04618402915397679
0.4994922595324013,0.5928458326846368,0.893064509093369,0.98678056908756,0.19987499613264548,0.6392138468902478,0.7247639447635353,0.38112857550074386,0.8602490656510217
0.7060565999513596,0.5593057966896292,0.47029897047254576,0.8629256750874916,0.6105285954231566,0.7047365305795417,0.9756229924398823,0.65414362185306,0.7607893310347623
0.25738121887903276,0.39852620159738605,0.05979123267189668,0.6827918965304852,0.19172446354624684,0.48201812458924687,0.6179321908754738,0.9993019455433212,0.6574345346497248
0.20076720589796782,0.4224365823845303,0.16947901556383516,0.35909026593185245,0.41735256882096605,0.2997218159602827,0.6788475065591839,0.4124046483194109,0.5304594219104173
0.7626745271112078,0.3461902137824382,0.6527639842579012,0.09759845221678631,0.6027934661883948,0.3847575566375262,0.09463331782359641,0.906399024195053,0.3097607731737071
0.12027356948716539,0.24552207794723524,0.44543473024291047,0.5946798978049251,0.9459179152012962,0.06351309229598923,0.5093318702196408,0.7349782078107807,0.29771752384603634
0.11150492139899171,0.776208980646636,0.8519963500300198,0.25087688976436817,0.2924749893013727,0.22187512088032335,0.2997133153962491,0.247552950845215,0.9172691566497385
0.09918935698270825,0.7750295721303074,0.17575514348253096,0.0863882600914645,0.43563747562437327,0.39137112487968384,0.7809025369690599,0.64637218822902,0.6698074070753931
0.6033824047530945,0.0465090117320095,0.4556988341416871,0.7933066234269487,0.17880514199241127,0.0678223366501477,0.4101399717425386,0.5292515120379779,0.7547943353928678
0.33544597112283603,0.07494220388485939,0.2274437065074949,0.03755182587174144,0.12667629281094195,0.07586925053378923,0.8275732494730714,0.8375582278601353,0.42675539957399067
0.3046820753206122,0.4425060219619209,0.6856612367200651,0.35575733687732713,0.7689653755906226,0.09411706238732176,0.035274968478805846,0.4874760989221214,0.5262911186015274
0.037985803197933876,0.5952061650713864,0.0528019387313764,0.48544094844279084,0.7247025225138916,0.3431802550606122,0.18161887888406125,0.8005355583309154,0.94309791045305
0.9929956412372729,0.7981440004917746,0.7673779696902016,0.6933710571298566,0.09245879468056173,0.10372718121629165,0.05173670559630916,0.39806213571724014,0.10163342295581612
0.19755971032612407,0.05377562588902929,0.9494022100146168,0.6791405996581558,0.9715622171610795,0.9554627686683294,0.3556109981055734,0.6227374434229372,0.1083500953692279
0.7709170189142227,0.43956966904813133,0.6647164373222421,0.3245709446029099,0.273331446807327,0.14566615332243094,0.9584221048271171,0.35410378598233117,0.7904241642112441
0.634855356616405,0.5321316160652539,0.531653836965906,0.16715812373398575,0.47059707070298007,0.9050594211505922,0.28939342300224524,0.0906748951890799,0.7369914425684215
0.05773735473956243,0.8941288662989528,0.6833288489293882,0.8651054287905556,0.29870821515866564,0.006564085550332943,0.9081599273876528,0.6875279363952838,0.5846447523702698
0.8165003496493783,0.7491491063031492,0.1471375162697518,0.7639805694542703,0.05403385792339965,0.5875955717062634,0.10951743139371184,0.8055264431039361,0.7033226447483384
0.7720277659532105,0.7306687135860364,0.7910735144762909,0.012567958525308676,0.43029032047230287,0.5309748674798662,0.027113031267436916,0.23714418328401088,0.7037646170406661
0.935521769867588,0.4935675834209797,0.5841999965096768,0.568164076027823,0.31728392532948224,0.6199431081471131,0.6746350577346477,0.6464850909473682,0.23078170578788493
