v0,v1,v2,v3,v4,v5,v6,v7,y
0.5340128982304274,0.6566835141675601,0.9912914095318934,0.4663368407219318,0.3248653732441943,0.8161295203510904,0.2996753140370071,0.3022812870566234,0.5134711963839429
0.647786288250661,0.22191950331858334,0.5040571086118851,0.02950800408054266,0.311882577367639,0.24363324805755926,0.17838381258108493,0.1972772301932635,0.39643433652944193
0.44621550683291833,0.879832122993325,0.2537968153186857,0.12860725005809748,0.10366970983259505,0.44123823156935493,0.7944690257718316,0.993401297440918,0.5908940211689232
0.6729475347057521,0.3652874792688183,0.9981392681240866,0.08205856105701426,0.7725325505209591,0.08810564058755432,0.6181224054841701,0.06684105150843933,0.20997132343028235
0.7492877010349823,0.6617144130753765,0.7675883424575201,0.17036817418696282,0.19729517528206109,0.5136275675607502,0.7335873014301895,0.8255282231223442,0.8372332543176533
0.6231800931908795,0.4286295854592955,0.5813132089912704,0.8023675807416335,0.20287746350593105,0.47593744846649033,0.15802801755577145,0.3068915807738051,0.18259817988304783
0.5157275063104325,0.07136763921419076,0.5504735527285344,0.6408380002699723,0.20399911321183783,0.5327374098818787,0.34829789355452767,0.5180727555649545,0.09143529899950942
0.8654486495233557,0.3719667616377501,0.8775554439455404,0.9059212577474529,0.7268805329209496,0.5561331212797472,0.5516129634904006,0.7485343578836522,0.26855574776101776
0.9742672659434468,0.849433038279935,0.7141201871060721,0.6432366828183603,0.5061164886438052,0.3130971301286537,0.20504962804472382,0.06772296079572049,0.3446765519332028
0.32925914478034823,0.27865022080282065,0.1450349683949842,0.4781036738809211,0.4734020150711463,0.48280956440580824,0.7706395760062309,0.19744997499810446,0.40892292351324666
0.933142071508592,0.5422740307554376,0.8126175040192711,0.027418255596589503,0.06074203282081825,0.026523947950757742,0.6199425592053591,0.8528349827073446,0.22440213087163852
0.8140558884605176,0.0619899350162072,0.28372129243590716,0.72961208042486,0.3662083050444429,0.25017327662193023,0.6616475934443163,0.8110285809152686,0.33349776393779784
0.9860937414864689,0.3089617006714521,0.7536766504150135,0.6258038286383644,0.15990974832352034,0.17904803175678918,0.33520573544868826,0.6249108257015752,0.8307362344149015
0.3421702495775587,0.4639018466292262,0.9546318051115591,0.6778750086297005,0.9292301168938011,0.17009864821584564,0.7767679662626856,0.48040350707181334,0.611693375709392
0.16955912129672224,0.5924089690122084,0.7324871500901018,0.29792176114949953,0.9060690659977902,0.049403598638677715,0.9151657940400165,0.6733572689629485,0.8294334467349763
0.5923706483540614,0.2193369468199885,0.11339299761764277,0.30544621486305157,0.6007844627523331,0.2921264301506816,0.5904963604870398,0.6458813708852611,0.5890341714328498
0.07133490892237093,0.5799179304642907,0.7995076759629053,0.17197595226643658,0.45403768509990217,0.44442908785761903,0.5839978127110915,0.4292006467310495,0.737886900761583
